num_viewed,num_completed,num_transactions,money_spent
1,1,8,215.6
5,3,10,178.53999999999996
4,1,4,109.57
5,5,10,202.5
4,4,6,130.3
3,3,8,193.82999999999998
4,0,7,15.360000000000001
5,3,6,138.66
1,2,3,74.82
5,2,9,183.80000000000004
3,1,5,102.94
3,3,14,54.519999999999996
5,3,12,144.94
3,0,8,30.27
2,0,4,11.34
3,2,11,40.24
5,5,13,332.45000000000005
1,0,0,0.0
1,1,9,24.919999999999998
3,1,6,25.46
3,1,2,61.730000000000004
3,3,8,39.82
4,2,16,168.71
4,4,13,278.14
5,3,3,86.77
2,0,4,8.25
5,4,9,182.82999999999998
4,5,9,261.51
2,2,4,120.74000000000001
1,1,5,19.990000000000002
3,3,8,176.55
0,0,2,5.33
0,0,1,2.05
5,1,3,50.089999999999996
3,2,16,46.32000000000001
4,2,12,128.95999999999998
1,1,9,22.490000000000002
2,1,4,14.149999999999999
3,0,6,12.79
3,5,13,199.94
5,4,8,201.98
4,4,10,102.08
3,2,12,342.16
4,5,9,186.39
3,1,10,34.22
1,0,4,10.19
2,2,4,100.63
6,4,5,114.32
2,3,3,85.3
2,0,5,13.290000000000001
4,4,9,253.17999999999998
1,2,4,132.8
5,1,8,42.53
2,3,17,226.11999999999998
0,1,9,35.59
4,3,9,100.49
4,4,20,263.09
3,0,5,11.96
4,4,8,235.64
2,1,12,41.86000000000001
2,0,1,0.67
4,0,0,0.0
4,0,6,14.569999999999999
3,3,14,339.47999999999996
3,3,15,313.53999999999996
4,5,20,289.04999999999995
4,1,6,16.07
2,2,9,198.22
3,3,4,74.33000000000001
2,3,4,87.04
2,2,5,112.99
2,2,6,107.36000000000001
4,5,21,330.66
4,1,4,32.22
2,5,11,147.03
4,3,14,141.20999999999998
2,0,4,68.04
4,4,12,27.550000000000004
5,3,20,55.89000000000001
4,2,2,45.400000000000006
3,4,11,259.62
3,3,3,46.37
6,5,10,224.22
3,2,1,31.56
1,0,0,0.0
3,1,6,117.29
3,4,15,139.14000000000001
2,0,6,26.82
2,0,4,12.09
4,2,8,128.88
5,3,19,56.8
3,2,5,13.98
3,2,18,56.629999999999995
2,0,15,36.68000000000001
5,0,5,6.680000000000001
4,4,9,202.1
4,1,9,23.43
5,3,13,259.75
1,4,6,150.42
4,4,10,195.57
4,1,3,41.69
2,2,18,309.14000000000004
2,0,5,18.169999999999998
1,0,6,12.489999999999998
2,0,13,34.849999999999994
4,3,9,175.81
2,1,5,18.06
2,3,6,151.44
4,2,14,40.809999999999995
4,3,17,55.18000000000001
2,0,10,21.55
4,4,9,140.20000000000002
3,2,4,66.8
4,3,12,242.06
5,1,1,11.44
3,4,21,80.93000000000004
2,2,4,75.24
5,2,6,93.20000000000002
2,1,9,18.24
3,0,4,13.76
4,4,6,98.73
5,2,5,137.0
3,3,5,61.629999999999995
4,3,15,181.32999999999996
3,3,11,94.57000000000002
2,4,8,187.32
4,1,6,16.820000000000004
3,0,4,7.91
2,2,12,250.87
0,0,2,53.480000000000004
5,4,9,189.65999999999997
2,0,4,10.79
2,4,6,186.52
4,1,10,20.319999999999997
4,2,4,127.28
2,3,4,86.36
2,0,3,12.970000000000002
4,2,4,85.4
1,1,7,29.98
2,1,4,15.819999999999999
5,5,7,219.70000000000002
3,0,4,6.920000000000001
3,3,4,66.96000000000001
5,5,15,448.44000000000005
3,0,10,14.27
3,1,6,15.650000000000002
2,3,9,91.69000000000001
4,2,14,272.90999999999997
2,2,7,223.24999999999997
5,2,7,31.05
5,3,4,76.39
4,3,7,113.32000000000001
1,0,3,39.85
6,4,8,118.93
1,0,5,14.23
2,2,5,150.63
4,3,4,77.03999999999999
5,4,7,167.88
1,2,11,26.549999999999997
5,4,4,68.03
2,2,8,32.120000000000005
3,0,3,6.75
4,4,10,277.55
2,0,0,0.0
3,5,15,273.44000000000005
2,0,4,64.86
2,4,10,204.85
3,3,4,62.3
3,4,12,119.6
4,4,12,130.82999999999998
3,2,15,317.28
4,1,3,52.33
3,0,7,17.380000000000003
5,4,11,299.68
4,0,0,0.0
3,5,12,233.78
3,0,8,17.25
5,3,8,144.51
1,0,4,8.46
6,5,14,303.95
2,0,1,0.29
4,5,7,203.17
4,5,9,165.53
5,4,5,115.73
3,1,5,121.05
5,4,10,179.79
4,1,5,102.85
2,1,4,63.67999999999999
1,2,2,39.7
3,3,4,69.37
4,1,4,15.450000000000001
4,4,11,229.77
1,2,6,127.07
4,0,12,31.09
6,3,27,100.21000000000002
2,4,6,144.68
4,1,14,154.13000000000002
3,6,6,173.07999999999998
2,1,8,32.7
3,1,7,89.83999999999999
4,1,6,20.32
3,1,9,97.93
3,1,6,200.79999999999998
4,0,4,5.48
4,0,0,0.0
4,3,18,276.08
3,1,10,16.970000000000002
2,0,12,39.120000000000005
3,0,7,22.509999999999998
1,2,2,55.53
3,3,12,193.32
6,5,16,188.35000000000002
2,1,12,33.150000000000006
3,3,13,157.79999999999998
3,0,2,2.3099999999999996
5,6,8,180.84
4,3,6,166.95
3,0,8,20.45
3,1,10,30.179999999999996
4,5,10,268.42
3,4,9,202.67
2,3,6,143.15
2,1,6,151.26
5,3,3,40.09
5,3,4,61.06
4,2,3,85.12
1,0,4,14.76
3,3,4,102.72
4,3,20,48.580000000000005
4,2,7,137.42000000000002
4,0,3,10.91
3,4,3,80.92999999999999
2,3,4,71.81
5,3,3,78.19
3,0,3,9.02
4,3,16,261.37
4,0,9,20.48
3,2,6,141.98999999999998
3,1,12,44.19
5,5,24,301.09999999999997
4,4,7,108.84
5,3,2,60.480000000000004
4,4,14,206.86
2,2,8,206.44
4,5,7,173.10000000000002
2,1,1,19.35
1,0,1,1.04
3,3,10,84.49000000000001
5,1,19,60.099999999999994
3,2,8,185.17
4,5,10,142.33000000000004
4,4,9,151.93
3,4,21,81.81
3,1,6,169.81
2,2,2,50.06
3,4,5,120.62
5,0,7,20.15
3,0,5,101.74000000000001
1,1,3,61.57000000000001
4,5,9,185.27999999999997
2,1,4,80.49
3,0,3,8.25
5,3,8,130.36999999999998
5,3,29,70.5
4,0,4,12.200000000000001
4,4,5,141.42000000000002
3,0,2,29.799999999999997
3,4,16,191.38000000000002
3,2,6,21.77
3,1,5,30.44
2,3,6,130.48000000000002
5,4,16,228.72000000000003
3,2,6,22.07
5,4,14,271.55
5,4,16,370.95000000000005
2,2,7,191.08
2,0,12,22.28
4,6,18,399.71000000000004
4,4,6,176.6
5,1,10,32.75
3,0,10,32.290000000000006
4,4,6,107.21
3,2,10,179.07
3,4,3,98.22999999999999
2,2,9,251.41
2,0,5,18.939999999999998
4,2,4,59.98
4,2,4,63.94
2,0,7,16.46
2,0,7,12.530000000000001
5,1,3,51.94
2,3,12,182.24999999999997
3,4,6,115.89
3,1,19,58.88
2,2,9,190.67
1,1,2,32.34
4,4,16,263.53999999999996
3,3,10,249.12
6,3,4,64.1
5,0,0,0.0
4,5,6,153.53
5,1,3,33.07
1,1,4,79.03
4,4,12,295.14
2,0,7,10.630000000000003
3,0,1,11.18
3,2,8,221.92
4,4,13,215.73999999999998
2,0,13,30.98
3,3,6,84.03
5,3,16,46.800000000000004
4,1,5,16.84
3,5,6,112.12000000000002
2,2,2,58.53
2,0,9,18.029999999999998
3,0,2,66.69
4,1,5,127.29999999999998
4,3,22,56.18
3,2,15,70.35
2,0,14,29.130000000000003
1,0,4,10.459999999999999
4,6,16,229.2
6,3,12,240.63000000000002
3,3,4,99.6
4,4,10,223.29000000000002
3,1,6,91.4
2,1,7,90.35
5,3,8,23.85
3,4,11,157.81
3,2,8,92.85000000000001
5,4,15,263.99
3,1,4,81.92
3,3,7,200.93
3,4,11,82.30999999999999
4,1,3,12.43
2,0,8,23.18
5,3,14,150.41
4,0,0,0.0
2,0,6,16.18
3,3,12,133.32999999999998
3,3,4,98.52
6,4,14,213.48999999999998
5,3,8,186.1
1,1,13,28.93
3,0,3,60.0
5,3,5,104.36000000000001
3,3,7,150.71
2,2,9,169.10000000000002
5,3,12,201.22000000000003
3,2,3,29.48
6,6,12,270.81
3,5,12,124.08999999999999
2,0,6,19.69
1,4,12,353.97999999999996
4,5,11,105.73
2,3,9,207.53000000000003
4,0,10,20.27
4,5,19,172.98
4,1,3,42.9
6,1,2,45.45
3,0,2,32.44
4,2,3,65.7
3,3,10,187.64
1,1,7,111.95
4,0,6,26.77
4,3,8,209.46
3,1,8,19.700000000000003
1,0,0,0.0
4,5,7,127.91
3,3,9,88.55
5,4,4,106.39
4,3,14,146.27
2,1,13,46.96
2,0,1,0.45
3,1,7,17.37
4,4,9,260.42
5,1,3,29.97
2,3,7,81.08
4,4,10,244.24999999999997
1,0,5,23.630000000000003
4,1,8,24.57
5,2,13,183.89000000000001
4,5,10,248.40999999999997
3,4,9,195.07
5,1,3,70.45
3,1,12,27.259999999999998
4,4,13,256.20000000000005
5,2,11,84.47999999999999
3,3,4,92.58
1,3,7,103.96
3,2,5,64.96000000000001
4,5,6,129.85999999999999
3,3,18,289.88999999999993
4,1,3,14.67
1,3,3,44.239999999999995
2,3,15,60.89999999999999
5,3,9,100.65
3,6,10,157.32000000000002
3,3,7,131.61
3,0,10,22.22
4,2,6,29.220000000000002
5,4,5,59.02
3,0,4,6.0
4,0,0,0.0
3,0,4,15.11
5,5,9,212.13000000000002
3,2,3,54.720000000000006
3,0,6,10.939999999999998
4,2,5,15.52
3,3,9,118.89
4,3,7,177.87
2,2,7,160.74
3,1,23,74.67000000000002
2,0,5,10.64
1,2,5,98.87
1,3,8,204.48
4,2,3,63.77
1,0,5,18.75
6,5,17,162.60999999999999
2,0,5,93.03
3,4,5,135.14999999999998
4,1,6,30.59
3,1,1,27.35
2,1,7,22.45
5,4,9,148.23
4,0,7,31.619999999999997
3,3,8,140.48
4,1,5,15.84
2,0,2,5.37
3,4,5,142.82
5,3,10,168.32
3,3,14,123.64
4,2,7,50.63999999999999
3,0,3,12.690000000000001
5,2,3,49.510000000000005
2,1,3,68.51
5,5,15,330.91999999999996
3,3,18,63.16
1,0,0,0.0
3,2,14,62.15
4,4,11,278.05999999999995
2,2,11,292.98
5,6,13,206.47000000000003
3,1,5,24.05
4,1,3,62.76
4,1,16,47.7
4,0,4,6.65
2,3,8,225.86
3,2,15,182.51999999999998
4,2,6,23.88
2,0,5,14.339999999999998
4,3,8,113.64000000000001
2,0,0,0.0
2,1,11,50.89
2,3,5,125.69
2,0,3,66.67
3,2,5,104.31
4,3,5,105.56
4,2,5,56.040000000000006
4,0,0,0.0
3,3,9,138.64000000000001
4,4,24,84.75
4,2,6,28.160000000000004
6,3,3,65.25
4,0,3,8.6
3,2,6,76.5
4,2,10,111.95
2,1,6,123.07
4,3,26,105.58
4,1,16,68.0
3,4,13,254.21
4,2,5,25.43
6,5,16,236.23000000000002
4,1,4,130.18
1,4,9,186.36
4,3,5,92.83
2,3,22,192.00999999999996
2,0,5,15.379999999999999
5,5,13,184.4
3,1,6,11.98
3,1,4,101.1
3,1,6,169.27000000000004
3,3,8,247.78000000000003
3,3,9,275.59999999999997
3,2,9,170.29
2,2,2,33.19
5,5,17,313.39
4,3,7,102.78999999999999
4,4,6,133.17000000000002
0,0,3,63.25
4,3,3,81.71000000000001
2,5,8,214.99
1,1,11,38.93
4,0,0,0.0
2,1,5,158.35
4,0,4,15.709999999999999
5,4,5,138.84
5,2,2,36.16
6,6,15,209.29999999999998
5,3,9,205.68999999999997
2,2,5,174.45
4,0,5,10.22
3,0,5,29.33
2,2,18,40.61
6,2,4,73.74999999999999
4,4,10,139.04000000000002
4,2,14,44.24000000000001
4,4,17,182.36999999999998
3,1,10,20.92
3,1,15,43.879999999999995
2,0,9,22.52
3,1,3,60.650000000000006
4,2,14,144.12
3,2,7,98.81
4,3,16,163.2
5,3,3,64.85
4,3,20,124.66999999999997
1,3,7,37.3
3,1,7,20.130000000000003
3,1,3,73.16
2,4,7,174.81
4,4,8,147.19
4,2,12,133.05
3,4,3,77.5
3,4,6,157.83
2,1,2,10.74
4,2,7,97.32000000000001
2,2,14,222.15
5,4,14,189.93
3,0,8,30.43
3,2,8,88.05000000000001
4,4,12,239.72999999999996
3,3,23,263.36000000000007
5,1,11,84.25
3,0,6,21.760000000000005
3,2,6,19.77
3,0,0,0.0
2,4,5,160.77999999999997
3,4,8,155.70999999999998
2,1,12,44.14
3,1,14,50.19
3,1,11,330.56
5,2,9,267.73
3,4,7,199.07
3,0,5,16.060000000000002
3,3,12,94.52000000000001
4,3,15,305.34000000000003
2,2,7,78.78999999999999
2,2,10,130.31
3,3,15,151.53
4,0,1,13.7
4,4,6,122.98
1,3,7,73.58
3,0,6,12.09
3,3,10,118.51000000000002
4,0,0,0.0
3,4,11,238.66
4,0,4,75.44999999999999
3,2,3,14.650000000000002
5,3,9,74.68
2,0,5,12.61
4,5,8,128.41
4,2,5,30.129999999999995
5,3,13,304.55
5,4,10,199.87
4,4,9,71.5
2,1,10,139.55
2,4,7,214.48
2,3,4,142.25
4,2,12,204.77000000000004
5,3,12,262.28000000000003
1,2,7,130.31
0,1,6,28.259999999999998
4,0,0,0.0
4,3,4,103.11
5,4,12,152.86
4,0,7,19.650000000000002
2,2,4,34.74
4,3,8,125.49999999999999
3,1,6,29.529999999999998
4,2,5,69.37
3,4,13,372.5899999999999
2,5,5,153.87
5,4,6,138.52
4,2,18,73.98000000000002
4,3,4,84.47
3,3,16,303.43
4,4,18,162.6
5,2,4,50.510000000000005
3,1,14,50.28
4,2,6,95.03
3,1,14,42.28
1,1,5,76.05
5,4,23,168.89000000000001
4,4,10,227.23000000000002
5,4,16,301.29999999999995
3,1,7,26.960000000000004
2,3,5,174.66000000000003
2,0,3,11.530000000000001
3,4,17,308.2300000000001
6,5,10,176.81
4,1,11,47.730000000000004
4,3,5,87.38999999999999
4,3,18,42.300000000000004
2,0,7,22.37
4,4,8,191.95000000000002
6,3,4,58.82
3,3,7,137.99
4,3,8,153.91000000000003
4,2,4,98.11999999999999
2,0,5,15.6
4,0,6,15.5
3,4,13,237.08
3,0,5,15.420000000000002
1,1,6,158.35000000000002
3,2,2,32.32
3,2,11,86.74
2,2,14,37.4
2,1,14,54.92
2,2,11,90.66
6,5,16,359.23999999999995
3,2,18,66.29
3,5,10,147.64000000000001
6,1,1,18.81
5,2,9,38.03
3,1,7,22.430000000000003
2,0,5,16.209999999999997
2,1,18,45.11
3,2,12,36.6
0,0,2,7.08
4,5,7,153.84
6,6,8,212.26
2,2,5,55.12
1,0,6,8.94
5,4,6,130.69
3,3,13,182.18000000000004
2,0,2,64.88
4,4,10,284.53000000000003
4,3,13,117.46999999999998
1,0,8,32.51
3,5,12,261.27
4,3,9,180.57
2,1,13,120.21
5,1,5,137.77
5,3,6,90.59000000000002
3,5,9,229.18
1,3,4,112.04
3,3,13,184.51999999999998
3,2,18,244.31
4,3,6,22.13
3,5,6,146.87
4,2,17,66.46000000000001
2,0,7,22.98
